<---------------------------------------------------->
Verbosity is set to Low
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/elephant.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/hippo.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/parrot.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square (outline)/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/elephant.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/hippo.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/parrot.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/elephant.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/hippo.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/parrot.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square without details (outline)/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Preview.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/round.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/round_nodetails.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/round_nodetails_outline.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/round_outline.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/square.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/square_nodetails.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/square_nodetails_outline.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/Spritesheet/square_outline.png Meta data file exists
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/bridgeEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/bridgeNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/crossroad.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/dirtHigh.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/grass.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillCornerEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillCornerNW.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillCornerSE.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillCornerWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillRoadEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillRoadNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillRoadSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillRoadWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/hillWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotCornerEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotCornerNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotCornerSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotCornerWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotExitEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotExitNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotExitSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotExitWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotPark.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/lotWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadCornerES.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadCornerNE.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadCornerNW.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadCornerWS.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadEndEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadEndNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadEndSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadEndWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadTEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadTNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadTSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/roadTWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/treeConiferShort.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/treeConiferTall.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/treeShort.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/treeShort_autumn.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/treeTall.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/treeTall_autumn.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/water.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachCornerEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachCornerNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachCornerSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachCornerWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachNorth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachSouth.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterBeachWest.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterCornerEast.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Archive (2650 assets)/Isometric road assets (retired, 70 assets)/PNG/waterCornerNorth.png Meta data file exists
